OBJECTID,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,federal_agency_id,federal_agency_code,federal_agency_name,ev_network_ids_station,ev_network_ids_posts,x,y
88827,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,399978,,6/19/2025 12:00:00 AM,,[],0,E,,,HOFFMAN STATION 1,888-758-4389,12/1/2025 2:32:58 AM,GPS,42.067943,-88.195907,Hoffman Estates,US,,,IL,4847 Hoffman Boulevard,60192,,,,,,,,,,,,[""J1772""],,,1,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL16538441""],[""26299461""],-9817923.4573,5171162.4156
88891,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,400071,,6/20/2025 12:00:00 AM,,[],0,E,,,EMERALD ACRES UNIT 2,888-758-4389,12/1/2025 2:35:30 AM,GPS,39.478909,-88.332354,Mattoon,US,Parking Lot,,IL,1201 WOODDELL WAY,61938,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL16746291""],"[""26546971"",""26546981""]",-9833112.6679,4790505.1982
88892,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,400072,,6/20/2025 12:00:00 AM,,[],0,E,,,EMERALD ACRES UNIT 3,888-758-4389,12/1/2025 2:35:34 AM,GPS,39.478909,-88.332354,Mattoon,US,Parking Lot,,IL,1201 WOODDELL WAY,61938,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL16748191""],"[""26549991"",""26550001""]",-9833112.6679,4790505.1982
88893,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,400073,,6/20/2025 12:00:00 AM,,[],0,E,,,EMERALD ACRES UNIT 1,888-758-4389,12/1/2025 2:35:35 AM,GPS,39.478909,-88.332354,Mattoon,US,Parking Lot,,IL,1201 WOODDELL WAY,61938,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL16748781""],"[""26550941"",""26550951""]",-9833112.6679,4790505.1982
89300,public,24 hours daily,CREDIT_CARD_ALWAYS,A CREDIT D Debit M V Voyager Wright_Exp,8/12/2025 12:00:00 AM,,E85,Public - Credit card at all times,400547,MD,12/18/2024 12:00:00 AM,P,[],0,E,,CONVENIENCE_STORE,76,773-498-4940,8/12/2025 4:54:48 PM,200-8,41.77934,-87.69382,Chicago,US,,,IL,2800 W 63rd St,60629,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,None,,,,,,-9762031.3881,5127982.7426
89346,public,,,,12/1/2025 12:00:00 AM,,ELEC,Public,400612,,6/24/2025 12:00:00 AM,,[],0,E,,,Priester Aviation,888-222-6618,12/1/2025 4:18:06 AM,GPS,42.117951,-87.907189,Wheeling,US,,,IL,1061 South Wolf Road,60090,,,,,,,,,,,,[""J1772""],,,4,NOODOE,https://www.noodoe.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'NOODOE', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""6854432b10ffd42dc00332a6""],"[""68598f963cef61063a9eceab"",""68598fb73cef61063a9ecf23"",""68598fd33cef61063a9ecf9c"",""68598fea3cef61063a9ecfc0""]",-9785783.5165,5178664.3398
89350,public,Mon: 7:00am-7:00pm; Tue: 7:00am-7:00pm; Wed: 7:00am-7:00pm; Thu: 7:00am-7:00pm; Fri: 7:00am-6:00pm; Sat: 8:00am-4:00pm; Sun: 12:00am-12:00am,,,12/1/2025 12:00:00 AM,,ELEC,Public,400618,,5/20/2025 12:00:00 AM,,[],0,E,,,PUBLIC CHARGER EAST (L2),888-998-2546,12/1/2025 12:11:11 AM,GPS,41.7189285519055,-88.3135264762167,Oswego,US,,,IL,2200 U.S. 30,60543,,,,,,,,,,,,[""J1772""],,,2,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 19.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 19.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""e559a367-71c2-4312-8cea-4291e81dc0df""],"[""2c2ff63f-794b-4d39-9ef7-9ff2a937c5f5"",""b2dbcb76-e01d-409e-81d6-ee923f46c51b""]",-9831016.7975,5118968.8491
89353,public,Mon: 7:00am-7:00pm; Tue: 7:00am-7:00pm; Wed: 7:00am-7:00pm; Thu: 7:00am-7:00pm; Fri: 7:00am-6:00pm; Sat: 8:00am-4:00pm; Sun: 12:00am-12:00am,,,12/1/2025 12:00:00 AM,,ELEC,Public,400623,,5/28/2025 12:00:00 AM,,[],0,E,,,Public Charger East - DCFC,888-998-2546,12/1/2025 12:41:08 AM,GPS,41.7189285519055,-88.3135264762167,Oswego,US,,,IL,2200 U.S. 30,60543,,,,,,,,,,,,[""J1772COMBO""],2,,,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 120.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 120.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""cb159b6d-cafe-46f3-a479-762d5f893c64""],"[""076c2074-7945-4220-94fa-c652e4326b08"",""712a5324-938f-4d7d-b9ce-05deaa1bfaba""]",-9831016.7975,5118968.8491
89387,public,24 hours daily,,,11/30/2025 12:00:00 AM,,ELEC,Public,400686,,6/25/2025 12:00:00 AM,,[],0,E,,,Pilot Travel Center 1219,877-455-3833,11/30/2025 11:59:10 PM,GPS,38.97118,-89.13613,Vandalia,US,,,IL,10 Interstate Drive,62471,,,,,,,,,,,,[""J1772COMBO""],4,,,eVgo Network,https://www.evgo.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""80890""],"[""511723"",""511724"",""511725"",""511726""]",-9922588.6029,4717544.1952
89536,public,24 hours daily,,,11/30/2025 12:00:00 AM,,ELEC,Public,404763,,6/28/2025 12:00:00 AM,,[],0,E,,,Caton Crossing,877-455-3833,11/30/2025 11:57:38 PM,GPS,41.5633434,-88.1999122,Plainfield,US,,,IL,2300 S Route 59,60586,,,,,,,,,,,,[""J1772COMBO""],6,,,eVgo Network,https://www.evgo.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'eVgo Network', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 350.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""55594""],"[""517943"",""517944"",""517945"",""517946"",""517947"",""517948""]",-9818369.3141,5095793.1744
89557,public,24 hours daily,,A D Debit M V,7/3/2025 12:00:00 AM,,ELEC,Public,404786,LD,6/27/2025 12:00:00 AM,P,[],0,E,,RESTAURANT,Culver's - Tesla Supercharger,877-798-3752,7/3/2025 7:15:09 PM,GPS,41.693595,-87.601117,Chicago,US,,,IL,760 E 111th St,60628,,,,,,,,,,,,[""TESLA""],8,,,Tesla,https://www.tesla.com/supercharger,,$0.59 per kWh,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}, {'network': 'Tesla', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 250.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,,,-9751711.7374,5115191.3932
89628,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,404888,,7/2/2025 12:00:00 AM,,[],0,E,,,SHIELDS1 CP6K 80A,888-758-4389,12/1/2025 2:46:50 AM,GPS,40.307017,-88.17923,Rantoul,US,,,IL,862 Broadmeadow Rd,61866,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 19.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 19.2, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL17625921""],"[""27590301"",""27590311""]",-9816066.9821,4910657.9701
